Overall Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Cars,Garage Area,SalePrice
6,1136.0,1136,1136,1.0,384.0,140000
6,1092.0,1092,1092,2.0,504.0,145000
5,1219.0,1265,1265,2.0,502.0,179900
6,1248.0,1350,1350,2.0,520.0,168500
5,1114.0,1114,1114,2.0,451.0,140000
5,1053.0,1053,1053,1.0,312.0,145500
6,1252.0,1252,1252,2.0,528.0,142000
4,1100.0,1100,1100,1.0,312.0,141000
5,1118.0,1118,1118,1.0,264.0,153000
3,0.0,720,720,1.0,287.0,72500
3,270.0,729,729,0.0,0.0,52000
5,991.0,1077,1077,1.0,205.0,118000
4,348.0,453,906,1.0,231.0,87000
5,1296.0,1496,1496,2.0,450.0,141500
6,1032.0,1032,1252,1.0,288.0,119000
5,572.0,1337,1337,1.0,264.0,141500
6,992.0,1661,1661,1.0,377.0,165500
5,1036.0,1036,1036,1.0,312.0,112900
7,864.0,902,1820,2.0,492.0,201800
6,1362.0,1362,1362,2.0,504.0,163000
5,1144.0,1144,1144,2.0,456.0,139950
6,1319.0,1537,1537,2.0,462.0,174000
6,1099.0,1431,1431,1.0,296.0,165000
6,1104.0,1104,1988,2.0,480.0,227000
5,1098.0,1098,1098,1.0,260.0,135000
5,1144.0,1144,1144,1.0,336.0,124000
5,931.0,1283,1283,2.0,506.0,140000
5,1176.0,1176,1176,1.0,292.0,136500
5,1248.0,1440,1440,1.0,480.0,185000
6,1261.0,1261,1261,2.0,433.0,163000
6,1395.0,1570,1570,2.0,441.0,166800
6,1196.0,1196,1196,1.0,297.0,139000
6,1392.0,1392,1392,2.0,458.0,166000
6,1080.0,1080,1080,1.0,288.0,136000
5,1104.0,1104,1104,1.0,384.0,133000
5,720.0,882,882,1.0,240.0,116000
5,1152.0,1152,1152,2.0,636.0,137500
5,984.0,950,950,2.0,400.0,130000
6,998.0,1790,1790,2.0,540.0,180000
5,952.0,952,952,2.0,840.0,139000
5,773.0,773,773,1.0,240.0,110000
5,0.0,1764,1764,1.0,301.0,100000
5,832.0,832,1216,1.0,336.0,118500
5,1824.0,1824,1824,2.0,484.0,146000
4,0.0,869,869,1.0,390.0,89900
5,747.0,747,1159,1.0,288.0,114000
5,913.0,1048,1558,1.0,288.0,140000
4,672.0,672,672,1.0,308.0,86900
5,892.0,1254,1436,4.0,1488.0,139000
4,0.0,694,1294,0.0,0.0,106250
6,858.0,858,1716,2.0,490.0,171000
5,912.0,1044,1044,2.0,372.0,139000
7,1312.0,1312,1312,2.0,495.0,186000
6,1253.0,1253,1253,1.0,352.0,157000
6,1081.0,1081,1081,1.0,401.0,148000
7,585.0,2069,2069,2.0,505.0,242000
5,105.0,910,910,2.0,414.0,116000
5,876.0,876,876,2.0,576.0,94000
5,0.0,1048,1048,2.0,420.0,98300
5,1075.0,1507,1507,1.0,404.0,127000
5,1256.0,1256,1256,1.0,311.0,159000
5,1027.0,1027,1027,1.0,299.0,125900
5,1269.0,1269,1269,1.0,308.0,155000
6,768.0,819,1320,2.0,576.0,138000
6,936.0,984,984,1.0,280.0,112500
6,832.0,832,832,2.0,528.0,105500
6,854.0,854,1278,1.0,240.0,127500
5,1800.0,1800,1800,0.0,0.0,130000
5,768.0,1024,1588,2.0,480.0,150000
5,825.0,825,825,1.0,350.0,109500
6,780.0,983,1796,2.0,483.0,140000
6,780.0,798,1611,2.0,442.0,167900
5,1117.0,1117,1117,1.0,264.0,136870
6,192.0,1133,1133,1.0,308.0,143000
5,680.0,764,764,2.0,504.0,73000
5,650.0,958,1539,2.0,686.0,157500
5,780.0,948,1323,2.0,400.0,122600
5,680.0,680,1360,1.0,330.0,111000
6,1510.0,1584,2792,2.0,520.0,256000
5,672.0,672,672,1.0,256.0,64000
6,728.0,728,1456,1.0,308.0,139500
4,828.0,828,1594,0.0,0.0,118000
7,1362.0,1362,2082,2.0,484.0,200000
4,801.0,1095,1656,2.0,440.0,119164
5,936.0,960,1740,1.0,225.0,122250
7,931.0,1027,1027,0.0,0.0,120000
6,884.0,884,1436,2.0,828.0,155000
5,481.0,899,899,1.0,200.0,78000
5,684.0,684,1080,0.0,0.0,95000
5,789.0,789,789,1.0,250.0,115000
5,924.0,1122,1122,2.0,528.0,147000
5,904.0,904,1499,3.0,869.0,140000
2,407.0,407,407,1.0,297.0,46500
5,928.0,928,928,1.0,288.0,112500
4,901.0,901,901,1.0,281.0,107900
3,448.0,1588,1588,0.0,0.0,65000
7,1470.0,1675,3493,3.0,870.0,295000
5,797.0,830,1627,2.0,420.0,139500
5,876.0,876,1416,3.0,720.0,153900
7,624.0,730,1450,1.0,288.0,132000
5,624.0,624,1344,3.0,513.0,98000
5,346.0,709,1017,1.0,308.0,114000
5,973.0,1377,2350,2.0,393.0,130000
6,735.0,1134,2058,2.0,396.0,129500
5,572.0,884,1540,0.0,0.0,129400
7,689.0,689,1378,2.0,360.0,161000
6,482.0,1221,1912,2.0,672.0,163000
6,742.0,742,1484,0.0,0.0,128000
8,684.0,938,2358,0.0,0.0,122000
7,572.0,572,1111,1.0,288.0,116900
10,1237.0,1521,2775,2.0,880.0,325000
2,723.0,723,1086,2.0,400.0,55000
7,1313.0,1313,2495,2.0,342.0,184000
5,984.0,984,984,1.0,308.0,110000
5,1050.0,1050,1795,1.0,352.0,131500
5,0.0,882,882,1.0,308.0,97000
4,869.0,1093,1093,1.0,308.0,115500
5,1008.0,1143,1143,1.0,288.0,138000
7,672.0,1195,1668,1.0,252.0,108000
5,742.0,779,935,1.0,308.0,79500
5,1024.0,1144,1738,1.0,240.0,153000
5,784.0,784,784,0.0,0.0,109500
5,672.0,832,1210,1.0,240.0,124000
6,554.0,736,1290,1.0,200.0,106900
6,981.0,1014,1672,1.0,240.0,164900
5,949.0,949,949,2.0,370.0,119000
6,862.0,950,1158,1.0,208.0,120000
6,825.0,825,1497,1.0,672.0,157000
6,739.0,874,1342,1.0,240.0,105000
6,992.0,1013,1013,1.0,160.0,113000
5,565.0,565,1216,1.0,355.0,115000
4,704.0,624,1136,1.0,336.0,123000
5,0.0,808,808,1.0,164.0,81300
5,1078.0,1128,1573,2.0,360.0,162900
7,989.0,1245,2009,2.0,400.0,150000
5,1100.0,1226,1902,2.0,576.0,123500
7,952.0,1022,1774,2.0,468.0,129900
6,611.0,751,1362,2.0,502.0,128000
4,520.0,520,520,1.0,240.0,68500
5,672.0,1072,1285,1.0,240.0,127000
6,833.0,1053,1848,2.0,370.0,207000
7,1026.0,1133,1820,1.0,240.0,184000
6,810.0,1170,1716,2.0,672.0,162500
5,883.0,988,1505,1.0,240.0,145000
6,816.0,838,838,1.0,275.0,130000
6,1242.0,1242,1984,1.0,360.0,160000
8,588.0,833,1666,1.0,228.0,161000
6,796.0,825,1609,1.0,228.0,127500
6,768.0,768,768,2.0,440.0,93850
6,768.0,768,1536,1.0,308.0,136000
6,1272.0,1272,1969,2.0,400.0,141000
5,880.0,880,1308,2.0,400.0,120000
6,1040.0,1040,1040,2.0,320.0,127500
6,768.0,788,1236,1.0,384.0,127000
6,319.0,1035,1406,0.0,0.0,89500
5,825.0,825,825,2.0,720.0,125000
6,901.0,1088,1198,0.0,0.0,79900
5,451.0,759,759,2.0,576.0,85000
3,536.0,808,1344,0.0,0.0,82375
6,756.0,756,1469,1.0,216.0,135000
5,1046.0,1054,1054,1.0,240.0,124000
5,952.0,1211,1211,1.0,322.0,134000
5,720.0,720,1271,1.0,312.0,135000
4,0.0,1120,1588,2.0,680.0,134432
5,644.0,808,1355,0.0,0.0,127500
5,981.0,1075,1075,2.0,440.0,148000
5,1040.0,1040,1040,1.0,384.0,129500
6,1008.0,1096,1096,2.0,484.0,157500
5,876.0,904,904,1.0,408.0,109900
5,992.0,992,992,1.0,294.0,145000
5,894.0,894,894,2.0,450.0,130000
6,450.0,1034,1034,2.0,504.0,153000
5,1073.0,1073,1073,1.0,270.0,120000
5,1060.0,1126,1126,2.0,506.0,152000
4,1198.0,1258,1258,2.0,400.0,108959
5,1300.0,1140,1140,2.0,400.0,95541
5,1006.0,1006,1006,0.0,0.0,80000
5,1228.0,1228,1228,1.0,271.0,149350
5,960.0,960,960,1.0,300.0,144900
6,988.0,1188,1188,2.0,621.0,185000
5,1383.0,1383,1383,1.0,354.0,165000
6,1602.0,1252,1252,2.0,564.0,235000
5,533.0,1021,1601,1.0,300.0,140000
5,672.0,672,672,1.0,240.0,108000
5,988.0,1721,1721,2.0,626.0,145000
5,576.0,864,1350,3.0,627.0,152400
5,864.0,904,904,3.0,912.0,144000
6,1291.0,1291,1291,2.0,431.0,173000
7,1160.0,1156,2022,2.0,505.0,192000
7,1524.0,1524,1524,2.0,478.0,245000
7,1385.0,1363,1363,2.0,439.0,241500
4,1364.0,1663,1663,2.0,529.0,256000
6,1019.0,1357,1357,1.0,312.0,177000
7,570.0,617,1079,1.0,249.0,125600
6,1094.0,1094,1094,2.0,495.0,155000
6,907.0,1307,2358,2.0,360.0,240000
5,1580.0,1518,1518,0.0,0.0,260000
6,1163.0,1163,1674,2.0,396.0,185000
6,1127.0,1236,2108,2.0,540.0,235000
5,1509.0,1509,1509,1.0,322.0,159900
5,864.0,864,864,0.0,0.0,99600
6,621.0,621,1269,1.0,280.0,134500
5,861.0,961,1367,1.0,384.0,119000
5,1117.0,820,1347,0.0,0.0,107500
5,1164.0,1164,1164,1.0,240.0,125000
6,572.0,572,1096,0.0,0.0,79000
5,616.0,616,1111,1.0,200.0,95000
7,1475.0,1532,2329,2.0,514.0,262280
6,1077.0,1093,2814,2.0,614.0,260000
7,1602.0,1626,1626,2.0,534.0,226500
7,812.0,1101,2200,2.0,453.0,225000
7,672.0,1302,2037,2.0,472.0,229000
7,628.0,628,1356,2.0,484.0,177439
8,1615.0,1615,1615,3.0,864.0,248500
9,2271.0,2276,2276,3.0,1348.0,475000
9,1751.0,1766,1766,3.0,874.0,395039
7,1080.0,1080,2097,3.0,678.0,228000
8,1401.0,1511,1511,3.0,811.0,225000
6,1182.0,1643,1643,2.0,438.0,195000
6,616.0,616,1688,2.0,603.0,200000
5,990.0,990,990,2.0,528.0,155000
5,1099.0,1099,1099,1.0,352.0,144000
5,990.0,990,990,2.0,672.0,145000
7,1418.0,1418,1418,2.0,558.0,226001
6,864.0,872,1771,2.0,600.0,215700
7,782.0,782,1652,2.0,532.0,207500
7,873.0,882,1790,2.0,588.0,193000
7,880.0,880,1724,2.0,527.0,188000
7,1468.0,1479,1479,2.0,577.0,191000
7,1494.0,1494,1494,2.0,530.0,221000
7,963.0,963,1792,2.0,564.0,231500
7,928.0,928,1823,2.0,626.0,235000
7,920.0,920,1786,2.0,608.0,223500
5,938.0,938,938,1.0,308.0,130250
5,985.0,985,985,1.0,328.0,149900
5,864.0,1174,1174,2.0,528.0,158000
6,940.0,1026,1026,2.0,576.0,147000
5,1076.0,1076,1076,2.0,576.0,143195
5,864.0,1558,1558,2.0,440.0,163000
5,924.0,924,924,1.0,280.0,110000
5,864.0,864,864,1.0,352.0,127000
5,780.0,780,780,1.0,352.0,124900
8,1777.0,1795,1795,2.0,534.0,230000
8,1128.0,1128,2031,2.0,577.0,237000
7,992.0,992,1865,3.0,839.0,235000
7,1257.0,1290,2161,2.0,570.0,230500
8,1004.0,1004,1852,3.0,660.0,230000
7,1153.0,1153,2031,2.0,541.0,222500
8,1055.0,1055,2263,2.0,905.0,287000
9,1357.0,1366,1947,3.0,725.0,274000
8,1778.0,1786,1786,3.0,715.0,300000
8,1128.0,1149,2290,2.0,779.0,255900
7,884.0,884,1768,2.0,543.0,224900
7,1129.0,1129,2327,2.0,596.0,240000
7,798.0,798,1640,2.0,595.0,183000
8,850.0,886,1764,2.0,560.0,207000
7,915.0,933,1908,2.0,493.0,210000
6,848.0,848,848,2.0,420.0,136500
6,848.0,848,848,2.0,420.0,145000
6,1478.0,1493,1493,2.0,508.0,208900
6,1838.0,1838,1838,3.0,721.0,185000
7,1536.0,1536,1536,2.0,532.0,214000
7,856.0,856,1710,2.0,548.0,208500
7,1445.0,1445,1445,2.0,470.0,186500
7,1436.0,1436,1436,2.0,484.0,210000
7,770.0,770,1582,2.0,520.0,185900
8,1234.0,1234,1234,2.0,484.0,179900
7,1564.0,1564,1564,3.0,814.0,218836
7,1351.0,1361,1361,2.0,610.0,193000
7,728.0,728,1456,2.0,410.0,189000
6,848.0,848,848,2.0,420.0,149300
6,848.0,848,848,2.0,420.0,141000
6,848.0,848,848,2.0,420.0,149000
6,848.0,848,848,2.0,420.0,144500
5,796.0,796,796,0.0,0.0,85000
5,1272.0,1272,2200,0.0,0.0,145900
5,1092.0,1092,1092,1.0,264.0,123000
5,1256.0,1256,1256,1.0,276.0,147500
5,456.0,1033,1033,2.0,504.0,165000
6,1127.0,1127,1127,2.0,480.0,135000
5,996.0,996,996,0.0,0.0,108000
4,1138.0,1181,1181,2.0,588.0,137500
7,746.0,760,1656,2.0,397.0,165400
6,1029.0,1117,1117,2.0,542.0,147000
6,684.0,684,1398,2.0,440.0,160500
4,1132.0,1132,1132,2.0,451.0,176000
5,0.0,3820,3820,2.0,624.0,284700
10,6110.0,4692,5642,2.0,1418.0,160000
6,547.0,1072,1072,2.0,525.0,148000
4,0.0,1152,1152,0.0,0.0,82000
4,0.0,1152,1152,0.0,0.0,82000
4,1440.0,1440,1440,0.0,0.0,118000
4,0.0,1152,1152,0.0,0.0,82500
4,784.0,784,784,0.0,0.0,91900
5,585.0,585,1053,0.0,0.0,120000
5,0.0,929,1137,0.0,0.0,96000
4,911.0,930,930,1.0,286.0,99000
5,768.0,768,1200,1.0,240.0,130500
4,941.0,997,1470,1.0,548.0,135000
5,816.0,872,1393,1.0,300.0,135500
4,416.0,1204,1204,1.0,312.0,100000
4,949.0,949,1292,1.0,205.0,108000
5,864.0,864,864,0.0,0.0,98000
3,864.0,864,864,0.0,0.0,67000
5,780.0,936,1716,0.0,0.0,135900
6,672.0,810,1482,1.0,400.0,140000
5,720.0,1052,2192,1.0,240.0,179500
6,1181.0,1390,1694,2.0,576.0,136500
7,1228.0,1424,1424,1.0,312.0,168000
5,940.0,1024,1964,0.0,0.0,130000
5,612.0,990,2601,2.0,621.0,189000
6,960.0,960,1920,2.0,480.0,161900
6,644.0,672,1316,1.0,369.0,145000
6,588.0,1423,2555,2.0,672.0,191000
6,840.0,840,1680,1.0,308.0,177000
6,676.0,676,1264,2.0,400.0,147500
6,768.0,790,790,1.0,160.0,91000
8,798.0,798,1512,1.0,180.0,231000
6,1064.0,1166,1639,1.0,240.0,115000
6,784.0,819,1603,2.0,599.0,138000
7,776.0,851,1502,1.0,270.0,149000
6,715.0,849,1660,1.0,240.0,188700
5,942.0,1265,1938,1.0,240.0,198000
5,884.0,932,1374,1.0,225.0,110000
6,1091.0,1091,1091,1.0,344.0,104000
8,608.0,983,1873,2.0,786.0,257076
8,728.0,1968,3447,3.0,1014.0,381000
7,798.0,1137,1954,2.0,431.0,311500
7,832.0,1218,2161,2.0,506.0,263400
5,1898.0,1898,1898,2.0,484.0,236500
6,1296.0,1640,1640,2.0,924.0,224000
6,516.0,516,1032,2.0,462.0,116500
6,716.0,716,1556,2.0,452.0,151000
6,894.0,919,919,1.0,195.0,126000
6,720.0,760,1090,1.0,240.0,120000
4,796.0,796,796,0.0,0.0,55000
6,816.0,816,816,1.0,432.0,120500
5,740.0,778,778,1.0,924.0,120500
5,780.0,780,1200,0.0,0.0,119000
5,624.0,1092,1656,1.0,288.0,126000
5,520.0,912,912,1.0,360.0,99500
5,1151.0,1151,1955,1.0,356.0,165500
1,0.0,733,733,2.0,487.0,13100
4,173.0,825,1361,1.0,185.0,89000
4,649.0,649,1317,1.0,250.0,40000
4,356.0,671,1049,1.0,195.0,80900
3,894.0,894,894,3.0,1248.0,81000
4,592.0,432,864,1.0,216.0,65000
8,1600.0,1652,1652,2.0,482.0,392500
8,1596.0,1648,1648,2.0,525.0,294464
7,1594.0,1646,1646,2.0,482.0,250000
8,1594.0,1646,1646,2.0,482.0,275000
7,1840.0,2032,2032,3.0,786.0,300000
8,1568.0,1689,1689,3.0,857.0,271000
7,910.0,910,1820,3.0,816.0,213000
6,1096.0,1118,1118,1.0,358.0,171000
6,1196.0,1279,1279,2.0,473.0,171500
5,0.0,936,1872,2.0,484.0,100000
4,1680.0,1689,1689,2.0,432.0,228500
5,1499.0,1619,1786,2.0,529.0,228950
7,1277.0,1501,1501,2.0,512.0,241500
8,1565.0,2898,2898,2.0,665.0,287000
8,1518.0,1537,1537,3.0,788.0,294000
8,1638.0,1646,1646,3.0,800.0,293077
8,920.0,920,1780,2.0,612.0,264966
5,352.0,712,1442,2.0,400.0,172500
5,384.0,754,1394,2.0,400.0,167500
7,796.0,796,1612,3.0,666.0,218689
6,1495.0,1495,1495,2.0,438.0,150000
6,1606.0,1651,1651,2.0,616.0,184000
6,1256.0,1256,1256,2.0,578.0,180000
6,1461.0,1509,1509,2.0,600.0,175000
8,1432.0,1440,1440,2.0,467.0,232500
6,1666.0,1675,1675,2.0,435.0,195000
8,1482.0,1482,2262,3.0,749.0,305000
8,1884.0,1728,1728,2.0,520.0,298751
8,1964.0,1964,1964,3.0,892.0,370000
7,1344.0,1344,1344,4.0,784.0,209200
7,1344.0,1344,1344,4.0,784.0,206300
5,1092.0,1092,1092,0.0,0.0,146000
6,1189.0,1189,1189,2.0,392.0,160500
4,1200.0,1200,1200,3.0,850.0,173000
5,1040.0,1040,1040,2.0,499.0,124000
5,264.0,616,1304,1.0,336.0,115000
5,550.0,925,1475,1.0,336.0,129500
4,526.0,526,988,1.0,297.0,105000
4,462.0,526,988,1.0,297.0,94900
5,1113.0,1160,1160,1.0,257.0,152500
6,546.0,546,1092,0.0,0.0,98000
4,630.0,630,630,0.0,0.0,81000
5,988.0,988,988,2.0,520.0,113000
5,816.0,816,816,1.0,264.0,128500
5,876.0,923,923,1.0,264.0,119500
5,816.0,816,816,1.0,264.0,130500
5,816.0,816,816,2.0,816.0,138000
5,845.0,845,845,1.0,264.0,134500
6,983.0,983,1750,1.0,423.0,160000
5,864.0,889,889,2.0,484.0,137500
5,784.0,1168,1968,2.0,530.0,172000
5,686.0,1150,1836,1.0,288.0,103000
6,1587.0,1587,1587,2.0,525.0,167300
7,1277.0,1277,1277,2.0,526.0,167000
7,2223.0,2223,2223,2.0,516.0,244000
8,2217.0,2217,2217,2.0,621.0,268000
7,847.0,847,1733,2.0,433.0,225000
6,806.0,806,1572,2.0,373.0,168000
6,794.0,794,1470,2.0,388.0,177000
6,916.0,916,1600,2.0,460.0,169000
6,384.0,754,1384,2.0,390.0,161500
8,1494.0,1652,1652,2.0,499.0,251000
6,392.0,924,1694,2.0,398.0,160000
6,923.0,947,1714,2.0,451.0,180000
7,691.0,691,1553,2.0,420.0,178750
7,1237.0,1253,1253,2.0,402.0,176000
6,938.0,957,2299,2.0,482.0,204000
7,1168.0,1187,1187,2.0,420.0,160000
7,384.0,802,1472,2.0,402.0,160000
7,384.0,812,1482,2.0,392.0,163900
6,903.0,910,1642,2.0,392.0,168000
6,1302.0,1128,1128,2.0,480.0,154204
8,1074.0,1088,1088,2.0,461.0,170000
7,1190.0,1190,2090,2.0,577.0,207500
8,1166.0,1179,1179,2.0,480.0,182000
8,1312.0,1321,1321,2.0,484.0,212000
9,1922.0,1922,1922,3.0,676.0,377426
8,1149.0,1164,2541,3.0,729.0,349265
9,2660.0,2338,2338,3.0,1110.0,591587
5,1100.0,1424,1424,3.0,828.0,155000
9,1612.0,1612,1612,2.0,556.0,319900
8,1419.0,1419,1419,2.0,567.0,392000
8,2220.0,2234,2234,2.0,724.0,441929
10,1742.0,2042,2042,3.0,724.0,455000
6,1440.0,1440,1440,2.0,467.0,182900
6,1284.0,1284,1284,2.0,480.0,174000
6,585.0,1140,1868,2.0,477.0,178000
7,725.0,725,1479,2.0,484.0,176000
7,1529.0,1664,1664,2.0,663.0,213000
7,780.0,1085,1930,2.0,481.0,192000
7,808.0,1161,1969,2.0,534.0,190000
6,848.0,1118,2030,2.0,551.0,195000
6,1032.0,1032,1032,2.0,564.0,148000
6,1153.0,1177,1177,2.0,495.0,151500
7,539.0,1040,1725,2.0,550.0,197000
6,1259.0,1353,1353,2.0,478.0,192350
5,780.0,780,1620,2.0,462.0,152000
6,1625.0,1220,1220,2.0,944.0,170000
5,1484.0,1484,1484,2.0,487.0,175000
6,702.0,1041,1743,2.0,539.0,175000
7,793.0,1142,1935,2.0,550.0,197900
7,1228.0,1324,1324,2.0,585.0,174000
6,1084.0,1084,1877,2.0,488.0,178900
5,372.0,576,1109,1.0,288.0,139000
6,981.0,981,981,2.0,576.0,143250
7,725.0,725,1479,2.0,484.0,184000
5,925.0,1422,1422,2.0,576.0,155000
5,914.0,914,914,1.0,368.0,133000
5,950.0,950,950,1.0,280.0,119500
4,858.0,872,872,4.0,480.0,123000
4,858.0,858,858,1.0,684.0,110000
4,914.0,914,914,1.0,270.0,128000
4,864.0,864,864,2.0,528.0,120500
7,723.0,767,767,1.0,367.0,133000
6,1337.0,1337,1337,2.0,511.0,155000
6,1405.0,1337,1337,2.0,522.0,177000
6,525.0,525,1092,1.0,264.0,113500
6,672.0,672,1218,1.0,264.0,113000
6,672.0,672,1218,1.0,264.0,113700
5,630.0,630,1302,2.0,440.0,106000
5,765.0,765,1365,2.0,440.0,122500
6,1078.0,958,958,2.0,440.0,128000
6,804.0,804,1548,2.0,440.0,155000
7,1061.0,1055,1055,1.0,319.0,142500
5,988.0,988,988,1.0,360.0,129250
9,1790.0,1816,1816,3.0,730.0,356000
9,1822.0,1828,1828,3.0,774.0,314813
8,1694.0,1694,1694,3.0,818.0,318000
8,1694.0,1694,1694,3.0,856.0,322400
8,1734.0,1734,1734,3.0,928.0,318000
8,2108.0,2122,2122,3.0,938.0,345474
9,2121.0,2121,2121,3.0,732.0,415298
9,1934.0,1943,2656,3.0,1040.0,492000
8,1108.0,1148,2550,3.0,670.0,338931
10,1994.0,2046,2046,3.0,878.0,450000
7,1063.0,1071,2172,3.0,947.0,280000
9,2552.0,2552,2552,3.0,932.0,479069
8,1935.0,1973,1973,3.0,895.0,395000
9,2153.0,2069,2643,3.0,694.0,380000
8,1626.0,1634,1634,3.0,866.0,250000
8,1976.0,1976,1976,3.0,908.0,440000
9,1704.0,1722,2758,3.0,814.0,418000
10,2320.0,2290,2290,3.0,1174.0,500067
8,1582.0,1582,2152,2.0,728.0,260116
8,1143.0,1143,2473,3.0,852.0,317000
8,918.0,958,2100,3.0,786.0,319500
8,1582.0,1610,2161,3.0,789.0,325624
9,1802.0,1802,1802,3.0,843.0,372000
8,1706.0,1718,2956,3.0,916.0,342000
8,1136.0,1136,2468,3.0,872.0,354000
8,1317.0,1217,2385,3.0,818.0,350000
8,1181.0,1234,2374,3.0,656.0,285000
8,895.0,895,1818,3.0,774.0,281500
7,1614.0,1614,1614,3.0,878.0,245700
8,1721.0,1721,1721,2.0,554.0,232698
8,1298.0,1298,1828,3.0,876.0,250000
6,1362.0,1362,1362,2.0,460.0,194700
6,1302.0,1302,1302,2.0,631.0,204000
6,1302.0,1302,1302,2.0,631.0,200000
6,1362.0,1362,1362,2.0,460.0,207000
8,1554.0,1554,1554,2.0,627.0,209500
8,1554.0,1554,1554,2.0,627.0,209500
8,1370.0,1370,1370,2.0,484.0,202500
9,1577.0,1577,1577,2.0,564.0,280000
9,1561.0,1561,1561,2.0,556.0,277500
9,1869.0,1869,1869,2.0,617.0,318061
8,1324.0,1324,1324,2.0,550.0,221370
7,1405.0,1405,1405,2.0,478.0,200000
6,768.0,768,1496,2.0,572.0,181755
6,768.0,768,1536,2.0,400.0,176000
6,783.0,783,1484,2.0,393.0,178900
7,608.0,608,1458,2.0,454.0,168165
6,738.0,738,1495,2.0,440.0,171925
6,698.0,698,1746,3.0,350.0,198444
6,1326.0,1326,1326,2.0,388.0,203000
7,728.0,728,1456,2.0,400.0,179540
7,1302.0,1302,1302,2.0,436.0,176485
7,1340.0,1340,1340,2.0,396.0,181134
6,616.0,616,1412,2.0,432.0,156932
6,752.0,752,1504,2.0,440.0,166000
7,728.0,728,1456,2.0,400.0,177594
7,1246.0,1258,1258,2.0,462.0,173500
7,1258.0,1258,1258,3.0,648.0,172500
7,1258.0,1402,1402,3.0,648.0,194201
8,1406.0,1589,1589,3.0,630.0,226500
7,1266.0,1266,1266,2.0,388.0,185485
7,1530.0,1530,1530,3.0,630.0,259000
7,835.0,1119,1119,2.0,437.0,188500
7,384.0,744,1374,2.0,400.0,175000
7,847.0,847,1959,2.0,434.0,215000
7,1510.0,1525,1525,2.0,534.0,206580
7,840.0,840,1720,2.0,440.0,183500
7,384.0,754,1394,2.0,400.0,165500
7,847.0,847,1948,2.0,434.0,211000
6,924.0,948,1690,2.0,463.0,181000
7,854.0,864,1995,2.0,435.0,219500
6,953.0,953,1647,2.0,460.0,175000
7,384.0,774,1430,2.0,400.0,170000
7,660.0,660,1320,2.0,400.0,162000
6,915.0,940,1690,2.0,442.0,187000
6,941.0,961,1644,2.0,460.0,185000
10,2396.0,2411,4476,3.0,813.0,745000
8,1779.0,1779,2551,3.0,925.0,384500
8,969.0,997,2285,3.0,648.0,248000
10,2633.0,2633,2633,3.0,804.0,466500
9,1408.0,1671,3078,3.0,806.0,410000
8,1389.0,1411,2582,3.0,758.0,322500
7,1066.0,1108,2385,3.0,600.0,252000
10,2444.0,2444,4316,3.0,832.0,755000
7,1117.0,1127,2013,2.0,455.0,269790
7,1379.0,1383,2398,3.0,834.0,315750
7,1203.0,1214,2520,3.0,721.0,290000
8,1318.0,1328,2531,3.0,752.0,290000
8,3200.0,3228,3228,2.0,546.0,430000
8,1105.0,1105,2202,2.0,517.0,263000
8,1325.0,1335,2538,3.0,933.0,330000
7,1369.0,1369,1369,2.0,605.0,213133
8,1542.0,1542,1542,3.0,852.0,260261
9,1905.0,1905,1905,3.0,788.0,320000
8,1485.0,1464,1464,3.0,754.0,282922
8,1524.0,1534,1534,2.0,484.0,215000
10,1966.0,1966,1966,3.0,1092.0,419005
8,1623.0,1636,1636,3.0,865.0,255000
8,1795.0,1795,1795,3.0,895.0,147000
7,1528.0,1528,1528,2.0,480.0,235876
7,1726.0,1726,1726,3.0,786.0,311872
7,1689.0,1689,1689,3.0,954.0,248328
8,1588.0,1588,1588,3.0,825.0,227000
8,1538.0,1538,1538,2.0,484.0,260000
8,1496.0,1496,1496,2.0,474.0,225000
7,1494.0,1506,1506,2.0,672.0,249000
8,1686.0,1694,1694,2.0,636.0,307000
7,982.0,982,1977,3.0,574.0,250000
8,1302.0,1302,1830,3.0,859.0,221300
8,1338.0,1338,1338,2.0,598.0,208900
7,1335.0,1335,1335,2.0,575.0,210400
8,896.0,896,1792,2.0,590.0,255000
5,725.0,725,1588,2.0,561.0,212109
8,1088.0,1088,1959,3.0,1025.0,270000
8,1184.0,1184,2610,2.0,550.0,303477
8,955.0,955,1880,3.0,880.0,310013
8,1656.0,1656,1656,3.0,826.0,249700
7,874.0,874,1761,2.0,578.0,227875
8,1574.0,1584,1584,2.0,594.0,261329
8,1685.0,1685,1685,3.0,658.0,253000
6,1158.0,1158,2443,3.0,744.0,265000
8,1580.0,1580,2466,2.0,610.0,340000
6,1100.0,1100,1100,0.0,0.0,146000
7,1143.0,1143,1143,0.0,0.0,147000
5,1094.0,1094,1094,2.0,576.0,149000
7,1461.0,1486,1486,2.0,566.0,181000
6,928.0,936,1721,2.0,471.0,201000
6,864.0,920,1820,2.0,492.0,191750
7,1349.0,1349,1349,2.0,539.0,179000
7,1482.0,1494,1494,2.0,514.0,215000
6,1575.0,1575,1575,2.0,529.0,179200
6,630.0,630,1266,1.0,283.0,128000
5,840.0,884,884,2.0,504.0,144000
5,0.0,2020,2020,2.0,630.0,144000
5,894.0,894,894,1.0,308.0,120750
